ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion,Marriage_Type_Encoded,Gender_Encoded,Education_Level_Encoded,Caste_Match_Encoded,Religion_Encoded,Parental_Approval_Encoded,Dowry_Exchanged_Encoded,Marital_Satisfaction_Encoded,Divorce_Status_Encoded,Income_Level_Encoded,Spouse_Working_Encoded,Inter-Caste_Encoded,Inter-Religion_Encoded
3850,Arranged,35,Male,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,High,No,0,Middle,37,Yes,No,No,0,1,0,1,1,2,1,0,0,2,1,0,0
3851,Arranged,27,Female,Postgraduate,Different,Hindu,Yes,Urban,No,High,No,1,Low,27,Yes,Yes,No,0,0,2,0,1,2,0,0,0,1,1,1,0
3852,Arranged,25,Male,School,Different,Muslim,Yes,Urban,Yes,Low,No,1,Middle,15,No,No,No,0,1,3,0,2,2,2,1,0,2,0,0,0
3853,Arranged,37,Female,School,Different,Hindu,No,Urban,No,High,No,4,High,14,Yes,Yes,No,0,0,3,0,1,0,0,0,0,0,1,1,0
3854,Love,29,Female,Postgraduate,Same,Christian,Partial,Rural,Yes,High,No,1,Middle,19,No,No,No,1,0,2,1,0,1,2,0,0,2,0,0,0
3855,Love,29,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,5,Middle,34,No,Yes,No,1,0,2,1,1,2,0,1,0,2,0,1,0
3856,Arranged,31,Male,School,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,1,Middle,41,Yes,No,No,0,1,3,0,1,2,1,2,0,2,1,0,0
3857,Love,28,Male,PhD,Same,Hindu,Yes,Urban,No,Medium,Yes,5,Middle,38,No,Yes,No,1,1,1,1,1,2,0,2,1,2,0,1,0
3858,Love,30,Female,School,Different,Hindu,Partial,Urban,No,Low,No,3,Low,6,Yes,No,No,1,0,3,0,1,1,0,1,0,1,1,0,0
3859,Arranged,18,Male,Graduate,Different,Christian,Partial,Urban,No,Medium,No,2,High,16,Yes,No,No,0,1,0,0,0,1,0,2,0,0,1,0,0
3860,Arranged,35,Male,School,Same,Sikh,Partial,Urban,No,Low,No,3,Middle,1,Yes,No,No,0,1,3,1,4,1,0,1,0,2,1,0,0
3861,Arranged,37,Female,School,Different,Hindu,Yes,Urban,No,High,No,0,Middle,27,Yes,Yes,Yes,0,0,3,0,1,2,0,0,0,2,1,1,1
3862,Love,24,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,No,0,Middle,38,Yes,Yes,No,1,0,0,1,2,2,0,2,0,2,1,1,0
3863,Love,35,Female,Graduate,Different,Sikh,Yes,Urban,No,High,No,5,Low,27,No,No,No,1,0,0,0,4,2,0,0,0,1,0,0,0
3864,Love,37,Female,Graduate,Same,Muslim,Yes,Rural,No,High,Yes,5,Low,38,No,Yes,No,1,0,0,1,2,2,0,0,1,1,0,1,0
3865,Arranged,27,Female,School,Same,Muslim,Partial,Urban,Yes,High,No,3,High,2,No,Yes,No,0,0,3,1,2,1,2,0,0,0,0,1,0
3866,Arranged,30,Female,Postgraduate,Same,Muslim,No,Rural,No,Low,No,0,High,2,Yes,No,No,0,0,2,1,2,0,0,1,0,0,1,0,0
3867,Love,25,Female,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,4,Low,21,Yes,No,No,1,0,3,1,1,2,1,2,0,1,1,0,0
3868,Love,27,Female,School,Same,Muslim,Yes,Urban,No,Medium,No,0,High,31,Yes,Yes,No,1,0,3,1,2,2,0,2,0,0,1,1,0
3869,Arranged,37,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,2,High,1,Yes,No,No,0,0,2,1,1,2,0,1,0,0,1,0,0
3870,Arranged,39,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,Yes,2,Low,32,Yes,No,No,0,1,2,1,1,2,0,1,1,1,1,0,0
3871,Arranged,32,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Low,No,0,Low,25,No,No,Yes,0,0,0,0,1,2,2,1,0,1,0,0,1
3872,Love,28,Male,Graduate,Same,Christian,Yes,Urban,No,Medium,No,0,Low,32,Yes,Yes,No,1,1,0,1,0,2,0,2,0,1,1,1,0
3873,Arranged,18,Male,Graduate,Different,Hindu,Yes,Rural,No,Medium,No,2,High,14,Yes,Yes,No,0,1,0,0,1,2,0,2,0,0,1,1,0
3874,Love,19,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,Yes,4,Low,38,Yes,No,No,1,1,2,1,1,2,0,2,1,1,1,0,0
3875,Arranged,19,Female,Graduate,Same,Hindu,Yes,Rural,No,Low,No,3,High,16,No,No,No,0,0,0,1,1,2,0,1,0,0,0,0,0
3876,Love,35,Male,Postgraduate,Same,Sikh,Partial,Urban,No,Medium,No,0,Middle,7,Yes,No,No,1,1,2,1,4,1,0,2,0,2,1,0,0
3877,Arranged,33,Male,School,Different,Muslim,Yes,Rural,No,Medium,No,4,High,15,Yes,No,No,0,1,3,0,2,2,0,2,0,0,1,0,0
3878,Love,32,Female,Postgraduate,Same,Sikh,Yes,Urban,Yes,Medium,No,4,Middle,5,Yes,No,Yes,1,0,2,1,4,2,2,2,0,2,1,0,1
3879,Arranged,34,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,1,Middle,41,Yes,No,No,0,1,0,1,1,2,0,2,0,2,1,0,0
3880,Arranged,35,Female,School,Same,Muslim,Yes,Rural,No,Medium,No,3,Low,32,No,Yes,Yes,0,0,3,1,2,2,0,2,0,1,0,1,1
3881,Arranged,30,Female,School,Same,Hindu,Partial,Rural,No,Medium,No,3,Middle,1,Yes,No,No,0,0,3,1,1,1,0,2,0,2,1,0,0
3882,Love,18,Male,School,Different,Hindu,Yes,Urban,No,Medium,No,0,Middle,18,Yes,No,No,1,1,3,0,1,2,0,2,0,2,1,0,0
3883,Arranged,18,Male,School,Same,Muslim,Yes,Rural,No,Medium,No,1,Middle,31,Yes,Yes,No,0,1,3,1,2,2,0,2,0,2,1,1,0
3884,Arranged,29,Female,Postgraduate,Different,Hindu,Yes,Urban,No,High,No,4,High,13,No,No,No,0,0,2,0,1,2,0,0,0,0,0,0,0
3885,Arranged,25,Male,Postgraduate,Different,Hindu,Yes,Urban,No,High,No,3,Middle,20,Yes,No,No,0,1,2,0,1,2,0,0,0,2,1,0,0
3886,Arranged,34,Male,Graduate,Same,Hindu,Partial,Urban,No,Low,No,5,High,23,No,No,No,0,1,0,1,1,1,0,1,0,0,0,0,0
3887,Love,31,Male,Graduate,Different,Others,Partial,Rural,Not Disclosed,High,No,1,High,33,Yes,Yes,No,1,1,0,0,3,1,1,0,0,0,1,1,0
3888,Love,24,Male,School,Same,Christian,Yes,Rural,No,Medium,No,5,Middle,2,Yes,No,Yes,1,1,3,1,0,2,0,2,0,2,1,0,1
3889,Love,33,Female,Postgraduate,Different,Hindu,No,Rural,Yes,Low,Yes,1,High,12,Yes,No,No,1,0,2,0,1,0,2,1,1,0,1,0,0
3890,Love,37,Male,School,Different,Hindu,No,Urban,No,High,No,1,Low,25,Yes,No,No,1,1,3,0,1,0,0,0,0,1,1,0,0
3891,Love,35,Male,PhD,Different,Hindu,Yes,Urban,No,Medium,No,2,High,22,No,No,Yes,1,1,1,0,1,2,0,2,0,0,0,0,1
3892,Arranged,31,Female,Postgraduate,Same,Muslim,Yes,Urban,No,Medium,No,1,High,46,Yes,No,Yes,0,0,2,1,2,2,0,2,0,0,1,0,1
3893,Arranged,37,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,3,Low,46,Yes,No,No,0,1,0,0,1,2,0,2,0,1,1,0,0
3894,Love,34,Male,School,Different,Others,No,Urban,Yes,High,Yes,1,Low,42,No,No,No,1,1,3,0,3,0,2,0,1,1,0,0,0
3895,Love,37,Female,School,Same,Hindu,Yes,Urban,No,Low,No,2,Middle,22,No,Yes,Yes,1,0,3,1,1,2,0,1,0,2,0,1,1
3896,Arranged,21,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,5,Middle,42,No,Yes,Yes,0,0,2,1,1,2,0,2,0,2,0,1,1
3897,Arranged,34,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,2,Low,11,Yes,No,No,0,1,0,1,1,2,0,1,0,1,1,0,0
3898,Love,29,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,1,Middle,13,Yes,No,Yes,1,0,3,1,1,2,0,2,0,2,1,0,1
3899,Love,35,Female,Graduate,Same,Sikh,Yes,Urban,No,High,No,3,Low,45,No,No,Yes,1,0,0,1,4,2,0,0,0,1,0,0,1
3900,Arranged,29,Female,School,Same,Hindu,Yes,Urban,Yes,High,No,4,Low,33,No,No,No,0,0,3,1,1,2,2,0,0,1,0,0,0
3901,Love,31,Male,Graduate,Different,Christian,Yes,Rural,Not Disclosed,Medium,No,5,High,15,Yes,No,Yes,1,1,0,0,0,2,1,2,0,0,1,0,1
3902,Arranged,26,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,3,Low,42,Yes,Yes,Yes,0,0,2,1,1,2,0,2,0,1,1,1,1
3903,Love,37,Male,Graduate,Same,Others,No,Urban,No,Medium,No,2,Middle,26,No,No,No,1,1,0,1,3,0,0,2,0,2,0,0,0
3904,Love,29,Female,School,Different,Hindu,Partial,Urban,No,Medium,No,1,Low,25,Yes,No,No,1,0,3,0,1,1,0,2,0,1,1,0,0
3905,Arranged,20,Female,Graduate,Different,Sikh,No,Urban,Not Disclosed,Medium,No,0,Middle,32,No,No,Yes,0,0,0,0,4,0,1,2,0,2,0,0,1
3906,Love,28,Female,Graduate,Same,Muslim,No,Rural,Yes,Medium,No,0,Middle,6,Yes,Yes,Yes,1,0,0,1,2,0,2,2,0,2,1,1,1
3907,Arranged,32,Female,Graduate,Same,Hindu,Partial,Rural,No,Low,No,1,Low,13,No,No,Yes,0,0,0,1,1,1,0,1,0,1,0,0,1
3908,Love,33,Male,School,Same,Hindu,Yes,Urban,Yes,Low,No,1,Low,25,No,No,No,1,1,3,1,1,2,2,1,0,1,0,0,0
3909,Love,38,Male,Postgraduate,Same,Hindu,Yes,Rural,Yes,Low,No,3,Low,28,No,No,No,1,1,2,1,1,2,2,1,0,1,0,0,0
3910,Arranged,31,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,0,High,44,Yes,No,No,0,1,0,1,1,2,2,2,0,0,1,0,0
3911,Arranged,30,Female,Postgraduate,Same,Muslim,Yes,Urban,No,Medium,No,1,Middle,48,No,No,No,0,0,2,1,2,2,0,2,0,2,0,0,0
3912,Arranged,21,Male,Postgraduate,Same,Hindu,No,Rural,No,High,No,2,Low,37,Yes,No,No,0,1,2,1,1,0,0,0,0,1,1,0,0
3913,Arranged,19,Male,School,Different,Muslim,Yes,Urban,Not Disclosed,Medium,No,1,Middle,17,No,No,No,0,1,3,0,2,2,1,2,0,2,0,0,0
3914,Arranged,21,Female,School,Same,Hindu,Yes,Rural,Yes,High,No,3,Low,33,Yes,No,No,0,0,3,1,1,2,2,0,0,1,1,0,0
3915,Arranged,29,Female,School,Same,Others,Yes,Rural,No,Low,No,5,High,34,Yes,Yes,No,0,0,3,1,3,2,0,1,0,0,1,1,0
3916,Arranged,30,Female,Graduate,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,2,High,49,Yes,No,No,0,0,0,0,1,2,1,2,0,0,1,0,0
3917,Arranged,30,Female,School,Same,Hindu,Yes,Urban,No,Medium,No,2,Low,18,Yes,Yes,No,0,0,3,1,1,2,0,2,0,1,1,1,0
3918,Love,26,Male,Graduate,Different,Christian,Partial,Urban,No,Medium,No,3,Middle,42,Yes,No,No,1,1,0,0,0,1,0,2,0,2,1,0,0
3919,Arranged,39,Male,Graduate,Same,Christian,Yes,Urban,Not Disclosed,Medium,No,2,Low,28,Yes,No,No,0,1,0,1,0,2,1,2,0,1,1,0,0
3920,Love,20,Female,PhD,Same,Hindu,No,Urban,Not Disclosed,Medium,No,3,Middle,26,No,No,Yes,1,0,1,1,1,0,1,2,0,2,0,0,1
3921,Love,31,Male,Postgraduate,Same,Hindu,Yes,Rural,Not Disclosed,High,Yes,1,Middle,19,No,No,No,1,1,2,1,1,2,1,0,1,2,0,0,0
3922,Love,32,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,4,High,25,No,No,No,1,0,2,1,1,2,0,2,0,0,0,0,0
3923,Arranged,28,Male,School,Different,Muslim,Yes,Rural,No,Low,No,1,Middle,48,Yes,Yes,Yes,0,1,3,0,2,2,0,1,0,2,1,1,1
3924,Arranged,33,Male,PhD,Same,Hindu,Yes,Rural,Yes,Medium,No,5,Middle,30,Yes,Yes,No,0,1,1,1,1,2,2,2,0,2,1,1,0
3925,Love,28,Female,PhD,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,2,Middle,27,Yes,No,No,1,0,1,0,1,2,1,2,0,2,1,0,0
3926,Love,28,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,32,Yes,No,No,1,1,2,1,1,2,0,2,0,2,1,0,0
3927,Love,19,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,2,Middle,23,Yes,Yes,No,1,0,0,1,1,2,2,2,0,2,1,1,0
3928,Arranged,33,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,1,Middle,36,No,Yes,No,0,1,2,1,1,2,0,1,0,2,0,1,0
3929,Love,25,Female,Postgraduate,Same,Others,Partial,Rural,Not Disclosed,Low,Yes,3,Low,28,No,No,No,1,0,2,1,3,1,1,1,1,1,0,0,0
3930,Arranged,32,Female,Graduate,Different,Sikh,Yes,Urban,No,High,No,1,Low,13,No,Yes,No,0,0,0,0,4,2,0,0,0,1,0,1,0
3931,Arranged,35,Male,Graduate,Same,Christian,Yes,Rural,Yes,High,No,4,Middle,16,No,No,No,0,1,0,1,0,2,2,0,0,2,0,0,0
3932,Arranged,31,Male,Postgraduate,Different,Muslim,No,Urban,No,Medium,No,2,Low,2,Yes,Yes,No,0,1,2,0,2,0,0,2,0,1,1,1,0
3933,Arranged,38,Female,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,5,High,25,No,No,No,0,0,3,1,1,2,1,2,0,0,0,0,0
3934,Arranged,35,Male,PhD,Same,Hindu,Yes,Rural,Yes,High,Yes,4,Middle,39,No,Yes,No,0,1,1,1,1,2,2,0,1,2,0,1,0
3935,Arranged,34,Male,Postgraduate,Different,Hindu,No,Rural,Yes,High,No,1,High,37,No,Yes,No,0,1,2,0,1,0,2,0,0,0,0,1,0
3936,Arranged,35,Male,Graduate,Same,Hindu,Partial,Urban,Yes,High,Yes,4,Middle,31,No,No,No,0,1,0,1,1,1,2,0,1,2,0,0,0
3937,Love,19,Female,PhD,Same,Muslim,Partial,Rural,Yes,High,No,4,High,12,Yes,Yes,No,1,0,1,1,2,1,2,0,0,0,1,1,0
3938,Love,37,Male,Postgraduate,Same,Hindu,Yes,Urban,Not Disclosed,Low,No,4,High,3,No,Yes,No,1,1,2,1,1,2,1,1,0,0,0,1,0
3939,Arranged,28,Female,Graduate,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,3,Low,25,No,Yes,Yes,0,0,0,1,1,2,1,2,0,1,0,1,1
3940,Love,18,Male,School,Same,Sikh,Yes,Rural,No,Medium,No,4,High,39,No,Yes,No,1,1,3,1,4,2,0,2,0,0,0,1,0
3941,Love,21,Female,Postgraduate,Same,Christian,Yes,Rural,Yes,Medium,No,4,Middle,33,Yes,Yes,Yes,1,0,2,1,0,2,2,2,0,2,1,1,1
3942,Arranged,37,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,No,5,Low,11,Yes,Yes,No,0,0,0,1,2,2,0,2,0,1,1,1,0
3943,Arranged,27,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,5,Middle,9,Yes,No,No,0,1,0,1,1,2,2,2,0,2,1,0,0
3944,Love,34,Female,School,Same,Hindu,Yes,Urban,Not Disclosed,Low,No,0,Middle,38,Yes,No,No,1,0,3,1,1,2,1,1,0,2,1,0,0
3945,Love,39,Female,Graduate,Different,Others,Yes,Urban,No,High,No,5,High,11,No,No,No,1,0,0,0,3,2,0,0,0,0,0,0,0
3946,Arranged,36,Male,Postgraduate,Same,Hindu,No,Rural,No,Medium,No,1,High,49,Yes,No,No,0,1,2,1,1,0,0,2,0,0,1,0,0
3947,Love,25,Female,Postgraduate,Same,Hindu,Yes,Rural,Yes,Medium,No,3,Middle,18,Yes,Yes,No,1,0,2,1,1,2,2,2,0,2,1,1,0
3948,Love,32,Female,School,Different,Hindu,Partial,Urban,No,Medium,No,3,High,18,No,No,No,1,0,3,0,1,1,0,2,0,0,0,0,0
3949,Love,31,Male,School,Same,Hindu,Yes,Urban,Yes,High,No,1,Low,16,No,Yes,No,1,1,3,1,1,2,2,0,0,1,0,1,0
3950,Arranged,39,Male,PhD,Same,Hindu,Yes,Urban,No,Low,No,3,High,2,Yes,No,No,0,1,1,1,1,2,0,1,0,0,1,0,0
3951,Arranged,31,Female,Graduate,Same,Christian,No,Rural,Not Disclosed,Medium,No,1,Low,12,No,Yes,No,0,0,0,1,0,0,1,2,0,1,0,1,0
3952,Love,34,Male,Graduate,Same,Muslim,Yes,Rural,No,High,No,4,Middle,1,No,No,No,1,1,0,1,2,2,0,0,0,2,0,0,0
3953,Love,23,Male,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,2,Middle,13,Yes,Yes,No,1,1,2,0,1,2,0,2,0,2,1,1,0
3954,Arranged,18,Male,Graduate,Same,Christian,Partial,Urban,Yes,High,No,0,Middle,17,No,Yes,No,0,1,0,1,0,1,2,0,0,2,0,1,0
3955,Arranged,31,Female,Graduate,Different,Christian,Yes,Urban,No,Medium,No,0,Middle,31,Yes,Yes,Yes,0,0,0,0,0,2,0,2,0,2,1,1,1
3956,Arranged,22,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,No,3,High,44,Yes,No,No,0,0,0,1,2,2,0,2,0,0,1,0,0
3957,Arranged,19,Female,School,Same,Hindu,Yes,Urban,No,Low,Yes,3,Middle,18,Yes,No,No,0,0,3,1,1,2,0,1,1,2,1,0,0
3958,Arranged,21,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,47,No,Yes,No,0,0,0,1,1,2,0,2,0,2,0,1,0
3959,Arranged,19,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,Yes,2,Low,30,No,Yes,Yes,0,1,0,0,1,2,0,2,1,1,0,1,1
3960,Arranged,36,Male,Graduate,Same,Hindu,Partial,Urban,Yes,Medium,No,4,High,4,Yes,No,No,0,1,0,1,1,1,2,2,0,0,1,0,0
3961,Arranged,25,Female,School,Same,Hindu,Yes,Rural,Yes,High,No,2,Middle,36,Yes,Yes,No,0,0,3,1,1,2,2,0,0,2,1,1,0
3962,Arranged,24,Male,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,4,Low,37,Yes,Yes,Yes,0,1,0,1,1,2,1,2,0,1,1,1,1
3963,Arranged,29,Female,Graduate,Different,Christian,Partial,Rural,No,Low,No,0,Middle,31,Yes,No,No,0,0,0,0,0,1,0,1,0,2,1,0,0
3964,Love,30,Male,School,Same,Hindu,Yes,Rural,No,High,No,5,Middle,9,No,Yes,No,1,1,3,1,1,2,0,0,0,2,0,1,0
3965,Love,34,Male,Postgraduate,Same,Others,Partial,Rural,Yes,Medium,No,2,Middle,45,Yes,No,No,1,1,2,1,3,1,2,2,0,2,1,0,0
3966,Love,23,Male,Graduate,Same,Christian,Yes,Urban,Not Disclosed,Medium,No,0,Middle,1,No,Yes,No,1,1,0,1,0,2,1,2,0,2,0,1,0
3967,Arranged,37,Male,Graduate,Different,Muslim,Partial,Rural,No,Low,No,1,Middle,8,Yes,No,No,0,1,0,0,2,1,0,1,0,2,1,0,0
3968,Arranged,26,Male,Graduate,Same,Muslim,Yes,Urban,Not Disclosed,High,No,0,Low,15,No,Yes,No,0,1,0,1,2,2,1,0,0,1,0,1,0
3969,Arranged,34,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,5,Middle,10,Yes,No,No,0,0,0,0,1,2,0,2,0,2,1,0,0
3970,Love,38,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,3,Low,36,Yes,No,Yes,1,0,2,1,1,2,0,0,0,1,1,0,1
3971,Love,26,Male,School,Same,Christian,Yes,Urban,Yes,High,No,1,Middle,4,No,No,No,1,1,3,1,0,2,2,0,0,2,0,0,0
3972,Love,23,Female,Graduate,Same,Hindu,Yes,Rural,Not Disclosed,High,No,0,Low,2,Yes,Yes,No,1,0,0,1,1,2,1,0,0,1,1,1,0
3973,Arranged,23,Male,PhD,Same,Hindu,Yes,Rural,No,Medium,No,2,Low,5,No,Yes,Yes,0,1,1,1,1,2,0,2,0,1,0,1,1
3974,Love,18,Male,School,Same,Hindu,Partial,Rural,Not Disclosed,High,No,4,High,2,No,No,No,1,1,3,1,1,1,1,0,0,0,0,0,0
3975,Arranged,31,Female,Postgraduate,Same,Hindu,Partial,Rural,Not Disclosed,High,No,0,Middle,19,Yes,No,No,0,0,2,1,1,1,1,0,0,2,1,0,0
3976,Arranged,32,Female,School,Different,Hindu,Partial,Urban,No,High,No,1,High,14,Yes,No,No,0,0,3,0,1,1,0,0,0,0,1,0,0
3977,Arranged,26,Male,Graduate,Same,Sikh,Yes,Urban,No,Medium,Yes,3,Middle,7,Yes,No,No,0,1,0,1,4,2,0,2,1,2,1,0,0
3978,Love,33,Male,School,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,4,Low,34,No,No,No,1,1,3,1,1,2,1,2,0,1,0,0,0
3979,Love,22,Male,School,Same,Hindu,Yes,Rural,No,High,No,2,High,3,Yes,Yes,No,1,1,3,1,1,2,0,0,0,0,1,1,0
3980,Arranged,34,Female,PhD,Same,Hindu,Partial,Urban,No,High,No,4,Low,14,Yes,No,No,0,0,1,1,1,1,0,0,0,1,1,0,0
3981,Arranged,23,Female,PhD,Different,Hindu,Yes,Urban,No,High,No,1,Low,2,Yes,No,No,0,0,1,0,1,2,0,0,0,1,1,0,0
3982,Arranged,29,Female,Graduate,Same,Muslim,Partial,Urban,No,High,No,3,High,18,No,Yes,No,0,0,0,1,2,1,0,0,0,0,0,1,0
3983,Arranged,30,Female,Graduate,Different,Hindu,Yes,Rural,Yes,Medium,No,5,Low,38,No,No,Yes,0,0,0,0,1,2,2,2,0,1,0,0,1
3984,Arranged,32,Female,Graduate,Same,Hindu,Yes,Rural,No,High,No,2,Middle,38,Yes,Yes,No,0,0,0,1,1,2,0,0,0,2,1,1,0
3985,Arranged,29,Female,Graduate,Same,Christian,Yes,Urban,No,Medium,No,4,High,15,Yes,No,No,0,0,0,1,0,2,0,2,0,0,1,0,0
3986,Arranged,37,Female,Graduate,Different,Hindu,Partial,Rural,No,High,No,0,Middle,33,No,No,No,0,0,0,0,1,1,0,0,0,2,0,0,0
3987,Arranged,23,Male,Graduate,Same,Hindu,Partial,Urban,No,Low,No,5,High,13,No,Yes,No,0,1,0,1,1,1,0,1,0,0,0,1,0
3988,Love,19,Male,Graduate,Different,Sikh,Yes,Urban,Not Disclosed,High,No,5,High,8,No,No,No,1,1,0,0,4,2,1,0,0,0,0,0,0
3989,Love,39,Male,School,Same,Muslim,Yes,Urban,No,Low,Yes,2,Middle,2,Yes,No,No,1,1,3,1,2,2,0,1,1,2,1,0,0
3990,Love,35,Male,Graduate,Same,Hindu,Yes,Urban,Not Disclosed,High,No,4,Middle,6,Yes,Yes,No,1,1,0,1,1,2,1,0,0,2,1,1,0
3991,Arranged,38,Male,Graduate,Same,Hindu,Partial,Urban,No,Medium,Yes,1,Low,23,No,No,No,0,1,0,1,1,1,0,2,1,1,0,0,0
3992,Arranged,32,Female,Postgraduate,Different,Hindu,Yes,Rural,Yes,Medium,Yes,2,Middle,1,No,No,No,0,0,2,0,1,2,2,2,1,2,0,0,0
3993,Love,32,Male,School,Same,Muslim,Partial,Urban,No,High,No,4,Low,18,Yes,No,No,1,1,3,1,2,1,0,0,0,1,1,0,0
3994,Love,25,Male,Postgraduate,Same,Others,Partial,Urban,Yes,Medium,No,1,Middle,19,Yes,No,No,1,1,2,1,3,1,2,2,0,2,1,0,0
3995,Arranged,33,Male,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,1,Low,31,No,No,No,0,1,0,1,1,2,2,0,0,1,0,0,0
3996,Love,25,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,3,Middle,46,No,Yes,No,1,0,2,1,1,2,0,1,0,2,0,1,0
3997,Arranged,26,Female,Graduate,Same,Others,Yes,Rural,No,Low,No,5,Middle,7,No,No,No,0,0,0,1,3,2,0,1,0,2,0,0,0
3998,Love,23,Female,School,Same,Hindu,No,Rural,No,High,No,1,Middle,7,No,No,No,1,0,3,1,1,0,0,0,0,2,0,0,0
3999,Arranged,32,Male,PhD,Different,Hindu,Yes,Urban,No,Medium,Yes,2,Low,11,No,Yes,No,0,1,1,0,1,2,0,2,1,1,0,1,0
4000,Arranged,29,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Low,Yes,1,High,22,Yes,No,No,0,0,0,1,1,2,2,1,1,0,1,0,0
4001,Love,39,Female,Graduate,Same,Hindu,Partial,Rural,No,High,No,2,Low,36,No,No,Yes,1,0,0,1,1,1,0,0,0,1,0,0,1
4002,Arranged,35,Female,Postgraduate,Same,Hindu,Yes,Rural,No,High,No,5,High,8,No,No,No,0,0,2,1,1,2,0,0,0,0,0,0,0
4003,Arranged,32,Female,School,Same,Hindu,Yes,Urban,Yes,Medium,No,4,Middle,19,Yes,No,No,0,0,3,1,1,2,2,2,0,2,1,0,0
4004,Love,32,Female,School,Same,Hindu,Yes,Urban,No,Medium,Yes,3,Low,9,Yes,Yes,No,1,0,3,1,1,2,0,2,1,1,1,1,0
4005,Love,29,Female,School,Same,Muslim,Yes,Urban,Yes,High,No,0,High,39,No,No,Yes,1,0,3,1,2,2,2,0,0,0,0,0,1
4006,Arranged,31,Male,School,Same,Hindu,Yes,Rural,Yes,High,No,4,Low,23,No,No,No,0,1,3,1,1,2,2,0,0,1,0,0,0
4007,Arranged,30,Female,Postgraduate,Same,Christian,Yes,Rural,Not Disclosed,Medium,No,2,Low,12,Yes,Yes,No,0,0,2,1,0,2,1,2,0,1,1,1,0
4008,Arranged,28,Female,School,Same,Hindu,No,Rural,No,Medium,No,0,High,42,No,No,No,0,0,3,1,1,0,0,2,0,0,0,0,0
4009,Arranged,21,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,3,High,6,Yes,No,Yes,0,1,0,1,1,2,0,0,0,0,1,0,1
4010,Arranged,37,Male,School,Same,Muslim,Yes,Urban,No,Medium,No,3,Low,2,No,No,No,0,1,3,1,2,2,0,2,0,1,0,0,0
4011,Arranged,30,Female,PhD,Different,Hindu,Yes,Rural,Yes,Low,No,5,Low,5,Yes,Yes,Yes,0,0,1,0,1,2,2,1,0,1,1,1,1
4012,Arranged,22,Male,Graduate,Same,Others,Partial,Rural,No,Medium,No,5,Middle,1,No,No,Yes,0,1,0,1,3,1,0,2,0,2,0,0,1
4013,Arranged,36,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,2,Middle,29,Yes,Yes,No,0,1,2,1,1,2,0,2,0,2,1,1,0
4014,Love,22,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,2,Middle,31,Yes,No,No,1,0,0,1,1,2,0,2,0,2,1,0,0
4015,Love,34,Male,Postgraduate,Different,Muslim,Yes,Urban,No,Low,No,1,Middle,33,No,No,No,1,1,2,0,2,2,0,1,0,2,0,0,0
